Task: 1, Test Name: Search field is displayed, DOM Id: A__btnsearchm__59,Browser: Chrome, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: Search field is displayed, DOM Id: A__btnsearchm__59,Browser: Firefox, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: Search field is displayed, DOM Id: A__btnsearchm__59,Browser: Edge, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: Search field is displayed, DOM Id: A__btnsearchm__59,Browser: Chrome, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: Search field is displayed, DOM Id: A__btnsearchm__59,Browser: Firefox, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: Search field is displayed, DOM Id: A__btnsearchm__59,Browser: Edge, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: Search field is not displayed, DOM Id: DIV__customsear__41,Browser: Mobile Portrait, Viewport: 500 * 700, Device: mobile, Status: True
Task: 1, Test Name: Search icon is not displayed, DOM Id: A__btnsearchm__59,Browser: Chrome, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: Search icon is not displayed, DOM Id: A__btnsearchm__59,Browser: Firefox, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: Search icon is not displayed, DOM Id: A__btnsearchm__59,Browser: Edge, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: Search icon is not displayed, DOM Id: A__btnsearchm__59,Browser: Chrome, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: Search icon is not displayed, DOM Id: A__btnsearchm__59,Browser: Firefox, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: Search icon is not displayed, DOM Id: A__btnsearchm__59,Browser: Edge, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: Search button is displayed, DOM Id: A__btnsearchm__59,Browser: Mobile Portrait, Viewport: 500 * 700, Device: mobile, Status: True
Task: 1, Test Name: open filters button is displayed, DOM Id: ti-filter,Browser: Chrome, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: open filters button is displayed, DOM Id: ti-filter,Browser: Firefox, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: open filters button is displayed, DOM Id: ti-filter,Browser: Edge, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: open filters button is displayed, DOM Id: ti-filter,Browser: Chrome, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: open filters button is displayed, DOM Id: ti-filter,Browser: Firefox, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: open filters button is displayed, DOM Id: ti-filter,Browser: Edge, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: open filters button is displayed, DOM Id: ti-filter,Browser: Mobile Portrait, Viewport: 500 * 700, Device: mobile, Status: True
Task: 1, Test Name: grid view button is not displayed, DOM Id: ti-view-grid,Browser: Chrome, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: grid view button is not displayed, DOM Id: ti-view-grid,Browser: Firefox, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: grid view button is not displayed, DOM Id: ti-view-grid,Browser: Edge, Viewport: 1200 * 700, Device: laptop, Status: True
Task: 1, Test Name: grid view button is not displayed, DOM Id: ti-view-grid,Browser: Chrome, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: grid view button is not displayed, DOM Id: ti-view-grid,Browser: Firefox, Viewport: 768 * 700, Device: tablet, Status: True
Task: 1, Test Name: grid view button is not displayed, DOM Id: ti-view-grid,Browser: Edge, Viewport: 768 * 700, Device: tablet, Status: True
